order_id,customer_id,product_id,quantity,order_date
11272,8127,31,3,2025-04-08
11273,6676,27,5,2025-06-10
11274,4022,127,4,2024-02-25
11275,773,113,4,2025-08-20
11276,2064,174,5,2024-03-25
11277,8288,185,5,2024-08-19
11278,9661,6,5,2025-11-03
11279,6244,160,2,2024-03-24
11280,5177,92,5,2025-10-03
11281,2947,123,1,2024-04-10
11282,6921,32,5,2024-08-31
11283,2860,194,1,2025-10-05
11284,4505,7,4,2024-01-22
11285,7348,2,5,2025-07-28
11286,2872,3,3,2024-01-25
11287,4871,29,5,2024-05-09
11288,1990,136,3,2024-07-30
11289,4930,144,2,2024-02-22
11290,1984,135,5,2024-05-06
11291,5193,188,5,2025-10-15
11292,1521,143,3,2024-08-28
11293,2333,98,3,2025-01-21
11294,8497,103,4,2024-10-21
11295,1651,118,1,2025-02-10
11296,4013,145,1,2024-06-01
11297,9702,54,4,2024-09-04
11298,2708,115,3,2024-08-01
11299,2279,41,5,2024-04-25
11300,6477,120,1,2024-08-17
11301,3507,150,2,2025-08-07
11302,8032,152,2,2024-07-30
11303,9610,38,4,2023-12-14
11304,4163,162,5,2024-12-31
11305,6959,112,2,2024-05-25
11306,8461,29,5,2024-02-21
11307,9623,56,2,2023-12-14
11308,9091,16,1,2024-04-14
11309,2828,65,3,2024-02-26
11310,8900,89,1,2025-02-06
11311,7797,82,2,2024-03-12
11312,7720,168,3,2024-06-14
11313,115,179,4,2023-11-08
11314,4784,183,4,2024-03-31
11315,2318,177,1,2024-09-07
11316,9631,72,3,2025-04-01
11317,4789,175,2,2025-06-06
11318,5675,159,1,2023-11-25
11319,3723,20,4,2023-11-10
11320,3726,1,5,2024-03-06
11321,5963,95,3,2024-10-30
11322,1533,139,1,2024-12-18
11323,303,129,2,2025-01-11
11324,730,66,3,2023-12-14
11325,302,98,3,2024-05-31
11326,5021,199,2,2025-03-20
11327,1800,84,1,2025-07-09
11328,4755,194,3,2024-04-09
11329,9981,95,4,2025-08-17
11330,2950,53,4,2025-08-30
11331,1680,118,5,2024-08-05
11332,9578,43,5,2024-12-30
11333,8413,146,5,2024-03-05
11334,5642,165,2,2024-10-16
11335,6325,81,1,2024-08-25
11336,5698,126,2,2025-02-16
11337,8136,12,5,2024-06-07
11338,7421,62,2,2025-09-13
11339,7412,95,2,2024-05-13
11340,4635,97,4,2024-01-04
11341,9037,96,4,2025-02-09
11342,7861,56,4,2025-10-26
11343,5217,43,4,2025-08-14
11344,5686,186,5,2024-02-02
11345,428,56,2,2024-04-17
11346,3425,71,1,2025-06-01
11347,7339,21,5,2025-10-09
11348,1066,4,2,2025-08-17
11349,1484,72,3,2024-08-31
11350,7030,176,3,2024-04-28
11351,988,126,1,2024-10-14
11352,8691,92,4,2025-04-24
11353,3516,93,4,2023-11-16
11354,6211,9,2,2025-09-13
11355,3922,105,2,2024-06-24
11356,2797,117,3,2024-04-11
11357,5310,139,1,2025-08-22
11358,9778,121,4,2023-11-26
11359,791,129,4,2023-12-12
11360,3174,167,3,2023-11-11
11361,121,60,4,2025-07-17
11362,3404,52,3,2025-08-05
11363,5486,178,3,2024-07-08
11364,3571,127,1,2024-06-06
11365,2633,124,3,2024-03-13
11366,1214,160,4,2024-07-19
11367,412,137,2,2024-05-22
11368,1532,130,4,2025-01-22
11369,9572,72,4,2024-08-02
11370,8502,162,3,2025-07-04
11371,6627,21,3,2024-08-27
11372,6884,198,1,2024-02-22
11373,8172,132,3,2024-05-07
11374,3390,13,4,2025-09-17
11375,8271,78,3,2025-10-09
11376,7951,166,4,2023-12-29
11377,5054,12,1,2023-12-06
11378,6569,94,3,2025-02-27
11379,6023,120,1,2024-01-19
11380,2327,164,4,2025-08-14
11381,9813,111,1,2024-12-19
11382,9635,50,2,2024-12-21
11383,521,79,2,2024-04-13
11384,8166,179,1,2025-07-06
11385,9527,129,3,2025-03-27
11386,8055,86,3,2025-06-19
11387,406,114,4,2024-05-12
11388,108,160,4,2024-02-02
11389,9315,51,2,2024-06-29
11390,6703,172,1,2025-06-21
11391,2076,168,2,2024-12-22
11392,7068,181,4,2025-04-24
11393,4082,184,4,2025-02-28
11394,7773,49,2,2024-07-18
11395,7852,12,3,2024-01-02
11396,5656,184,5,2024-12-09
11397,9275,134,1,2024-11-16
11398,5059,181,1,2025-06-30
11399,7689,53,4,2024-03-18
11400,8046,77,4,2024-12-07
11401,4451,47,3,2025-05-23
11402,2429,162,3,2024-03-30
11403,9561,145,5,2025-10-03
11404,1007,156,2,2024-02-23
11405,4149,69,3,2023-11-28
11406,533,18,3,2025-05-16
11407,6238,99,1,2023-12-25
11408,8316,183,5,2024-10-20
11409,7875,21,4,2025-01-05
11410,8774,139,4,2024-10-09
11411,85,73,2,2024-09-05
11412,9036,185,5,2024-08-04
11413,7920,56,3,2024-01-27
11414,9781,68,3,2024-12-08
11415,8151,141,2,2025-01-11
11416,3876,15,3,2025-09-22
11417,6734,191,5,2023-12-16
11418,5961,19,1,2024-02-23
11419,2177,74,5,2024-03-17
11420,9514,62,2,2025-01-27
11421,9514,60,4,2025-01-09
11422,4906,93,2,2024-05-26
11423,9574,147,3,2025-02-16
11424,2318,104,2,2025-07-01
11425,9891,7,2,2025-03-12
11426,483,20,3,2024-01-23
11427,5476,15,1,2025-06-08
11428,3209,190,4,2023-12-26
11429,9193,120,5,2025-02-02
11430,4174,126,5,2024-06-13
11431,2552,109,4,2025-08-14
11432,4987,13,2,2024-12-08
11433,2768,100,1,2025-01-10
11434,2824,99,4,2024-06-11
11435,5184,54,2,2024-10-29
11436,7887,11,4,2024-12-29
11437,1755,173,5,2024-03-28
11438,166,91,3,2025-10-22
11439,8103,133,4,2025-08-28
11440,5511,1,1,2024-07-24
11441,568,32,2,2025-01-15
11442,7801,17,1,2024-05-30
11443,5005,169,2,2024-01-02
11444,8086,137,2,2024-07-24
11445,1779,84,4,2024-01-03
11446,6841,150,3,2025-08-17
11447,7795,191,3,2024-03-14
11448,8325,20,3,2025-05-30
11449,3004,56,2,2024-02-25
11450,6883,87,1,2024-07-17
11451,9955,121,5,2024-06-13
11452,9677,197,1,2024-02-14
11453,6086,96,3,2025-07-27
11454,8211,169,2,2023-12-16
11455,7154,70,1,2024-03-31
11456,4415,91,1,2024-02-05
11457,4698,196,2,2024-07-08
11458,7664,29,3,2025-08-18
11459,7126,186,2,2025-05-28
11460,4235,142,4,2025-02-04
11461,8149,11,2,2025-06-28
11462,4364,88,1,2024-03-16
11463,4642,27,3,2024-06-06
11464,7309,37,2,2025-02-14
11465,6434,97,1,2025-10-05
11466,2652,137,2,2024-01-24
11467,8473,64,4,2024-11-03
11468,9621,125,4,2025-06-07
11469,9107,122,3,2024-10-24
11470,7513,152,5,2024-08-01
11471,5441,124,4,2025-10-11
11472,3211,85,1,2024-03-31
11473,9025,152,5,2024-09-29
11474,4338,177,1,2024-08-10
11475,9873,193,2,2025-01-10
11476,2903,141,2,2025-04-14
11477,132,39,3,2025-05-14
11478,4964,8,2,2024-12-20
11479,5003,75,1,2024-08-31
11480,1892,165,4,2024-10-31
11481,1242,127,4,2025-02-03
11482,6983,94,4,2025-01-17
11483,4293,171,3,2024-04-19
11484,8212,42,5,2024-05-25
11485,6073,50,1,2025-09-03
11486,6860,100,1,2024-01-15
11487,8749,70,4,2024-09-14
11488,2756,172,3,2025-01-06
11489,32,92,2,2024-11-05
11490,1906,3,2,2024-12-30
11491,4292,137,3,2025-04-04
11492,4553,181,2,2024-01-04
11493,7851,187,4,2025-05-18
11494,2075,48,2,2025-05-17
11495,1847,81,3,2024-01-08
11496,3437,97,5,2025-02-05
11497,5237,114,2,2024-05-14
11498,5223,169,5,2024-04-14
11499,9300,200,1,2023-12-28
11500,3662,63,1,2025-05-14
11501,9835,162,2,2025-09-18
11502,925,172,1,2024-08-18
11503,5335,139,2,2025-04-01
11504,6100,86,5,2025-01-21
11505,9654,43,2,2025-07-11
11506,6886,97,2,2024-08-18
11507,9207,35,1,2025-03-20
11508,8712,164,5,2025-02-02
11509,8594,111,4,2024-01-03
11510,6468,5,3,2024-05-25
11511,1335,46,2,2024-08-18
11512,6823,4,5,2025-08-30
11513,295,119,4,2025-09-13
11514,5147,92,4,2023-11-25
11515,5058,154,5,2025-07-23
11516,9488,184,2,2024-04-01
11517,2692,180,1,2025-03-12
11518,1319,93,1,2025-02-08
11519,1452,173,2,2025-02-13
11520,476,3,4,2025-06-27
11521,4987,100,4,2024-04-24
11522,6827,105,3,2025-04-17
11523,2499,46,3,2025-08-31
11524,5428,142,1,2024-12-02
11525,6867,6,4,2023-11-25
11526,812,167,4,2024-07-23
11527,1465,9,1,2024-11-29
11528,9841,11,4,2024-02-29
11529,82,8,5,2025-06-12
11530,9832,91,3,2025-02-04
11531,9369,171,3,2025-04-19
11532,671,154,1,2024-10-23
11533,1049,55,4,2025-02-02
11534,1471,51,2,2024-12-01
11535,1695,187,5,2025-01-02
11536,5738,68,2,2025-05-09
11537,3373,108,3,2025-10-06
11538,3759,75,1,2024-04-03
11539,8938,102,4,2025-04-20
11540,2235,64,4,2025-05-09
11541,4024,160,5,2025-02-20
11542,9712,152,1,2024-12-13
11543,8990,61,4,2025-01-01
11544,5966,37,2,2024-10-18
11545,5694,4,2,2024-10-10
11546,4195,6,3,2025-03-23
11547,3822,140,3,2025-03-14
11548,4099,86,3,2024-06-21
11549,9777,169,2,2025-01-11
11550,6123,36,2,2024-06-18
11551,5251,129,5,2024-11-18
11552,2337,164,2,2024-09-24
11553,9906,66,3,2025-09-14
11554,47,169,3,2025-08-18
11555,961,171,5,2025-06-13
11556,6268,79,5,2025-10-29
11557,8049,187,4,2024-02-23
11558,7969,89,2,2025-01-31
11559,4343,139,3,2024-12-13
11560,9916,148,3,2024-10-06
11561,3714,64,4,2024-08-20
11562,6130,16,2,2024-08-15
11563,9541,126,4,2025-10-25
11564,8695,137,2,2024-08-30
11565,4287,17,5,2024-11-18
11566,8449,190,2,2025-01-13
11567,1143,51,3,2024-09-27
11568,9323,69,5,2024-08-02
11569,4399,9,4,2024-10-27
11570,4517,181,1,2024-05-01
11571,1886,60,2,2024-12-12
11572,8813,95,4,2024-05-09
11573,6477,114,1,2024-01-18
11574,6887,31,4,2025-06-27
11575,6097,150,4,2025-01-26
11576,3823,200,3,2025-07-18
11577,5642,35,3,2025-07-12
11578,6360,147,4,2025-06-12
11579,1607,169,4,2024-09-20
11580,5486,90,4,2024-05-31
11581,6718,173,5,2024-12-19
11582,322,103,2,2023-12-06
11583,9266,6,5,2024-03-28
11584,7698,190,1,2025-09-07
11585,8283,191,2,2023-11-10
11586,9649,25,3,2025-04-07
11587,8552,81,2,2024-12-20
11588,2863,187,2,2025-09-24
11589,9126,132,5,2025-03-18
11590,4107,94,4,2024-08-02
11591,320,181,1,2025-07-27
11592,946,151,1,2025-08-27
11593,844,73,3,2025-01-12
11594,519,28,4,2024-02-12
11595,3118,166,5,2025-02-22
11596,44,109,1,2024-06-21
11597,7662,113,4,2024-03-22
11598,7198,182,3,2024-09-17
11599,5539,7,4,2025-09-13
11600,8381,20,5,2025-02-09
11601,686,70,2,2024-10-26
11602,1052,114,3,2024-09-21
11603,901,47,4,2025-05-07
11604,8267,23,4,2024-09-06
11605,549,52,3,2025-06-18
11606,2828,186,1,2024-10-15
11607,2865,37,4,2023-12-22
11608,9035,28,2,2024-02-16
11609,9933,64,2,2025-01-14
11610,4682,162,3,2025-03-08
11611,5743,195,1,2024-12-12
11612,6278,73,1,2024-08-04
11613,3238,191,5,2025-04-23
11614,6834,13,1,2023-11-17
11615,4094,198,2,2025-04-23
11616,3089,38,3,2023-12-08
11617,3159,56,5,2025-01-08
11618,1346,67,3,2024-02-24
11619,8182,2,2,2025-01-21
11620,3899,36,2,2025-03-08
11621,9363,169,5,2023-12-23
11622,6938,85,4,2025-05-02
11623,8033,95,1,2024-12-15
11624,7255,55,5,2024-07-24
11625,7047,67,2,2023-12-01
11626,3140,92,1,2025-01-18
11627,9657,74,3,2024-06-26
11628,9241,160,1,2025-02-06
11629,9487,23,2,2024-09-03
11630,8761,161,3,2024-06-18
11631,4367,133,3,2024-03-02
11632,4939,55,3,2024-03-17
11633,5185,31,1,2024-10-31
11634,398,67,3,2024-12-21
11635,1678,111,2,2025-03-04
11636,6491,146,5,2025-01-18
11637,7656,108,3,2024-09-11
11638,7735,42,2,2024-08-24
11639,4848,183,2,2024-07-11
11640,6579,44,3,2024-06-07
11641,7370,138,4,2023-12-01
11642,4148,90,4,2025-05-12
11643,9361,86,1,2025-02-13
11644,8198,100,1,2024-02-12
11645,5522,112,1,2024-04-15
11646,4345,150,5,2024-04-19
11647,4658,142,3,2025-08-30
11648,2608,169,3,2025-06-04
11649,623,139,1,2024-08-29
11650,4752,178,4,2024-08-04
11651,879,192,2,2024-07-28
11652,9178,29,3,2025-04-08
11653,2439,11,2,2024-02-17
11654,1421,29,5,2024-09-23
11655,3657,102,5,2024-09-05
11656,6783,122,4,2024-04-27
11657,2055,28,4,2025-06-13
11658,7488,98,2,2025-06-19
11659,7698,82,2,2025-05-18
11660,7586,11,5,2025-11-03
11661,2548,133,3,2025-07-03
11662,7052,193,1,2024-09-07
11663,2210,39,4,2025-01-02
11664,9181,187,3,2025-05-12
11665,6878,103,1,2024-04-16
11666,9407,196,2,2024-01-28
11667,7691,26,4,2025-03-06
11668,9478,99,3,2025-08-30
11669,9743,61,1,2024-04-16
11670,8305,73,3,2024-12-01
11671,5225,146,3,2025-06-13
11672,871,4,1,2025-05-05
11673,4083,140,2,2024-10-24
11674,4601,190,4,2025-02-22
11675,175,30,1,2024-08-26
11676,351,187,1,2024-06-21
11677,4355,175,1,2024-03-20
11678,8555,163,4,2025-04-20
11679,5777,54,3,2024-08-08
11680,5674,76,2,2024-08-25
11681,8085,178,3,2024-11-06
11682,8723,130,4,2025-07-30
11683,4099,84,4,2024-02-25
11684,1046,157,5,2024-06-23
11685,1711,147,5,2023-12-11
11686,3016,108,4,2023-11-08
11687,7634,144,3,2024-12-31
11688,8493,160,3,2024-10-18
11689,2682,179,5,2024-11-05
11690,18,90,1,2023-12-14
11691,4676,92,1,2024-12-25
11692,9203,121,1,2025-10-19
11693,2078,188,2,2024-04-27
11694,4090,189,3,2024-05-23
11695,3185,1,4,2024-01-12
11696,2266,123,3,2024-12-18
11697,8858,190,1,2025-03-18
11698,316,102,5,2024-04-17
11699,1611,178,4,2025-08-05
11700,5309,46,3,2025-01-30
11701,790,73,4,2025-07-21
11702,3437,31,1,2025-09-29
11703,1731,181,4,2024-04-06
11704,3605,39,3,2024-09-13
11705,4157,161,4,2023-11-13
11706,8079,163,4,2024-08-30
11707,6525,146,3,2025-09-24
11708,9886,18,1,2025-10-12
11709,9456,177,4,2025-07-24
11710,7994,3,3,2024-09-09
11711,3921,177,3,2024-12-16
11712,4357,29,1,2024-08-13
11713,8311,86,3,2023-12-15
11714,9085,102,5,2025-09-03
11715,3351,103,5,2024-06-08
11716,298,92,3,2024-03-23
11717,1851,161,2,2025-01-17
11718,6628,188,1,2025-04-22
11719,9989,126,4,2024-10-14
11720,6573,109,4,2024-05-17
11721,8967,157,1,2024-12-08
11722,1462,174,3,2024-06-22
11723,2051,44,2,2024-09-23
11724,4650,9,3,2024-02-25
11725,2368,111,4,2024-12-08
11726,3630,90,2,2025-01-30
11727,7021,99,2,2025-06-01
11728,7784,159,5,2024-02-12
11729,5591,87,5,2025-01-17
11730,4903,45,1,2025-10-02
11731,7958,199,1,2023-11-05
11732,5648,176,3,2024-09-07
11733,9966,50,3,2024-06-24
11734,8236,146,1,2023-12-05
11735,753,108,4,2025-07-31
11736,6700,188,1,2025-01-26
11737,5492,126,2,2023-12-09
11738,3965,68,4,2024-11-19
11739,2371,196,5,2024-01-08
11740,5058,138,2,2024-09-12
11741,1923,7,4,2025-01-05
11742,2718,84,5,2024-11-16
11743,7509,129,4,2025-04-05
11744,9780,45,2,2024-12-04
11745,2069,112,2,2024-06-19
11746,8698,141,5,2023-11-17
11747,2376,109,5,2024-09-14
11748,3571,154,5,2025-03-23
11749,3100,46,4,2025-09-07
11750,9350,141,1,2023-11-21
11751,6185,61,4,2024-11-23
11752,9836,115,2,2025-05-27
11753,5933,193,1,2024-12-21
11754,2232,169,1,2025-08-19
11755,6811,136,2,2023-12-25
11756,3465,97,3,2025-03-06
11757,143,51,5,2024-10-25
11758,8997,42,3,2025-08-31
11759,7068,173,5,2025-09-30
11760,8454,141,1,2025-06-06
11761,3740,55,3,2024-08-21
11762,8263,73,2,2024-01-18
11763,7582,161,5,2024-05-20
11764,6050,87,2,2024-12-09
11765,7787,9,2,2024-07-22
11766,4715,38,3,2025-06-26
11767,5244,47,3,2025-06-17
11768,8221,130,4,2025-01-01
11769,1144,105,1,2023-12-20
11770,8645,29,4,2025-03-05
11771,4489,63,1,2024-06-25
11772,9830,12,5,2024-01-18
11773,6446,64,4,2024-11-18
11774,6129,3,3,2025-09-11
11775,8167,10,3,2024-08-30
11776,3353,60,1,2025-04-23
11777,2557,39,2,2023-11-16
11778,455,129,5,2024-06-13
11779,4436,35,1,2024-04-22
11780,8962,53,2,2025-01-15
11781,6751,122,3,2024-01-13
11782,832,141,4,2025-01-27
11783,1752,130,3,2024-04-22
11784,7933,37,5,2024-04-19
11785,3527,109,5,2025-09-11
11786,5761,77,2,2023-12-24
11787,4869,98,3,2025-01-17
11788,8510,146,1,2024-02-16
11789,2461,149,3,2024-07-13
11790,8165,112,1,2025-02-20
11791,9078,152,2,2025-03-17
11792,4209,11,1,2024-08-12
11793,7880,139,3,2024-05-28
11794,4962,161,1,2024-03-14
11795,9767,193,5,2024-10-31
11796,3128,21,1,2025-05-02
11797,4100,182,3,2023-12-07
11798,2240,200,2,2025-06-04
11799,1975,171,3,2024-08-24
11800,2596,136,2,2025-06-10
11801,4275,111,3,2024-11-22
11802,9118,55,5,2024-06-15
11803,5454,88,5,2025-10-26
11804,6954,117,5,2024-12-26
11805,794,64,3,2025-05-26
11806,2783,196,2,2024-11-09
11807,6915,88,2,2024-08-12
11808,6363,96,3,2023-12-23
11809,3552,117,3,2024-10-20
11810,3180,42,4,2024-11-17
11811,1085,114,4,2025-03-21
11812,7765,110,4,2025-02-24
11813,1404,11,1,2025-05-23
11814,3200,85,4,2025-02-07
11815,4465,152,5,2025-05-15
11816,5482,90,1,2025-06-24
11817,8352,118,1,2024-05-16
11818,3665,13,4,2025-04-29
11819,2569,95,3,2024-11-19
11820,1251,120,2,2024-05-07
11821,4265,177,1,2024-06-08
11822,2810,66,4,2024-02-14
11823,7736,161,2,2024-02-22
11824,4014,191,5,2025-09-03
11825,9519,4,5,2025-09-20
11826,1603,121,5,2025-08-31
11827,3787,50,4,2023-11-10
11828,5182,198,5,2025-03-06
11829,5035,101,1,2024-09-21
11830,7903,174,4,2024-12-30
11831,128,145,3,2024-05-05
11832,9281,117,2,2025-10-11
11833,2776,199,3,2023-12-20
11834,620,133,3,2025-07-05
11835,3231,123,4,2025-07-24
11836,2053,120,5,2025-05-04
11837,6963,46,5,2025-04-14
11838,1290,150,5,2024-07-11
11839,7631,198,4,2023-11-27
11840,5200,115,2,2025-06-03
11841,3670,44,1,2025-07-20
11842,9884,142,1,2025-10-14
11843,5176,158,3,2024-03-03
11844,5787,179,4,2025-05-21
11845,7800,188,5,2024-08-03
11846,1897,175,3,2024-11-10
11847,7279,156,5,2025-08-29
11848,4598,136,3,2024-02-28
11849,8398,77,1,2025-01-21
11850,3959,137,5,2025-01-23
11851,878,182,1,2024-11-29
11852,705,121,1,2024-05-24
11853,2150,150,2,2025-03-08
11854,9880,190,2,2024-07-27
11855,5138,112,2,2024-09-13
11856,6430,184,2,2024-08-07
11857,7892,107,5,2025-08-11
11858,3857,108,4,2024-03-28
11859,6672,73,4,2023-12-26
11860,2157,153,5,2024-03-06
11861,7692,118,4,2025-01-02
11862,8126,99,1,2024-08-17
11863,3700,53,4,2025-07-29
11864,7996,185,2,2025-05-11
11865,7412,52,3,2024-08-11
11866,4226,115,4,2025-04-26
11867,9655,133,5,2025-03-13
11868,2849,43,3,2024-05-24
11869,6625,192,4,2024-12-24
11870,7987,59,2,2025-01-05
11871,4735,80,2,2023-11-19
11872,7040,4,1,2024-09-20
11873,5421,198,4,2024-01-07
11874,2806,164,2,2024-02-29
11875,3571,175,2,2025-09-29
11876,3462,141,5,2025-03-12
11877,509,48,1,2024-07-27
11878,2942,110,5,2024-08-23
11879,7437,103,1,2023-12-24
11880,3249,97,5,2025-06-01
11881,6155,168,1,2025-08-07
11882,7245,43,1,2025-07-23
11883,3157,132,1,2024-03-19
11884,301,179,3,2025-10-07
11885,1803,168,1,2025-10-13
11886,4592,57,5,2024-04-08
11887,4422,141,1,2024-02-27
11888,5344,134,5,2025-05-09
11889,850,142,3,2023-12-20
11890,5277,119,5,2024-01-15
11891,2242,117,4,2025-07-30
11892,3525,1,1,2024-09-29
11893,7234,57,5,2024-10-02
11894,1019,167,3,2025-01-20
11895,5158,176,5,2024-11-09
11896,5098,27,5,2025-10-25
11897,8804,182,5,2025-01-21
11898,8635,116,5,2024-01-02
11899,7945,133,5,2025-02-04
11900,5240,24,1,2025-05-13
11901,3182,24,2,2025-03-10
11902,1105,130,1,2024-11-10
11903,9215,131,4,2024-11-21
11904,4627,19,1,2023-11-10
11905,2083,94,5,2024-05-05
11906,7936,130,4,2025-07-15
11907,5655,147,1,2024-09-19
11908,6385,98,3,2025-04-23
11909,4734,15,2,2025-09-30
11910,9031,48,2,2025-10-24
11911,8566,178,2,2025-03-20
11912,2811,148,1,2024-01-25
11913,3221,158,4,2025-09-05
11914,4318,1,4,2025-09-01
11915,9326,170,3,2025-06-11
11916,1091,158,4,2025-02-27
11917,4390,185,5,2023-11-06
11918,7893,198,4,2025-02-10
11919,4257,72,2,2024-07-21
11920,1915,193,5,2024-05-08
11921,4601,195,2,2025-05-17
11922,4730,93,1,2025-02-05
11923,7006,59,3,2024-11-23
11924,7575,153,2,2024-11-14
11925,4193,167,3,2025-10-31
11926,765,168,1,2025-04-28
11927,7061,130,4,2025-09-30
11928,4441,116,4,2025-05-03
11929,6114,63,2,2025-09-19
11930,3442,42,4,2025-01-16
11931,4454,136,3,2024-01-29
11932,4852,104,2,2024-07-06
11933,5113,184,5,2025-10-05
11934,2475,143,3,2025-04-18
11935,4828,111,3,2025-05-28
11936,8600,112,5,2024-03-16
11937,7746,135,3,2024-07-13
11938,8994,96,5,2024-06-03
11939,3722,113,1,2024-09-13
11940,7270,158,4,2025-08-25
11941,7218,145,3,2024-01-02
11942,1822,108,2,2025-02-05
11943,5128,126,2,2025-08-26
11944,7536,190,3,2024-02-03
11945,895,117,3,2025-09-01
11946,9078,98,4,2025-08-15
11947,8475,136,5,2024-10-08
11948,2765,89,3,2025-03-19
11949,5692,123,2,2024-04-11
11950,1340,8,3,2025-06-13
11951,532,190,4,2024-04-15
11952,1620,107,4,2025-01-08
11953,6661,120,3,2025-03-21
11954,7319,63,3,2025-02-19
11955,5772,48,4,2024-12-26
11956,3982,13,2,2025-10-21
11957,1970,167,1,2024-12-27
11958,3113,15,1,2025-09-23
11959,8612,132,3,2025-10-25
11960,777,147,5,2024-12-17
11961,6033,92,4,2023-12-15
11962,5782,184,1,2025-05-02
11963,6013,196,2,2024-07-05
11964,4854,107,3,2024-03-12
11965,8700,49,2,2024-02-22
11966,8043,59,1,2025-07-01
11967,1418,37,2,2025-05-11
11968,8912,2,4,2025-10-26
11969,6156,2,1,2024-05-29
11970,8048,190,4,2025-07-10
11971,6904,50,5,2024-06-06
11972,859,150,3,2025-03-21
11973,656,164,5,2025-08-18
11974,6174,33,3,2024-07-18
11975,1769,50,4,2024-01-25
11976,11,45,1,2024-09-07
11977,9149,180,3,2025-02-03
11978,1371,116,1,2025-05-05
11979,5309,101,2,2024-06-07
11980,5806,13,5,2024-11-03
11981,7614,66,2,2025-01-26
11982,6181,119,1,2025-06-14
11983,5242,79,1,2024-12-23
11984,1875,124,4,2025-09-21
11985,250,130,5,2025-04-25
11986,2362,125,4,2024-09-01
11987,4025,159,2,2025-06-26
11988,7802,22,1,2024-08-02
11989,4798,155,3,2024-09-19
11990,2565,55,1,2024-11-27
11991,2429,63,1,2024-09-26
11992,5989,85,4,2023-11-23
11993,9672,93,3,2024-04-19
11994,4260,178,2,2024-09-20
11995,3655,143,1,2025-04-21
11996,5533,17,1,2024-08-11
11997,9518,129,4,2025-07-01
11998,75,57,2,2024-03-16
11999,6739,150,3,2024-06-28
12000,9244,169,4,2025-07-15
12001,2527,93,1,2025-03-27
12002,3542,22,1,2024-01-13
12003,5198,198,2,2024-01-03
12004,2710,81,3,2024-01-03
12005,756,141,5,2025-01-20
12006,4788,56,2,2024-06-26
12007,2836,11,2,2024-07-18
12008,9598,126,2,2024-11-12
12009,6945,42,1,2025-06-18
12010,4801,108,1,2024-07-11
12011,3633,151,4,2024-03-04
12012,1206,117,5,2024-05-28
12013,2236,169,4,2025-09-12
12014,8350,127,5,2024-07-10
12015,8541,121,2,2024-05-02
12016,4035,78,5,2025-01-29
12017,7772,137,3,2024-08-17
12018,1330,47,3,2024-04-03
12019,5812,34,3,2024-07-20
12020,668,12,3,2025-01-29
12021,4128,157,3,2024-11-13
12022,7475,25,3,2024-08-12
12023,790,51,2,2023-11-28
12024,6028,191,1,2024-12-14
12025,47,116,5,2024-07-17
12026,6112,149,2,2025-07-16
12027,1525,80,5,2025-07-05
12028,6072,166,3,2025-02-13
12029,964,12,5,2025-03-03
12030,9397,116,2,2024-08-16
12031,9777,200,1,2025-02-01
12032,7596,49,3,2024-05-05
12033,114,146,4,2025-09-30
12034,2577,171,1,2024-12-12
12035,8916,41,1,2025-08-21
12036,9893,105,4,2024-12-02
12037,7497,55,4,2024-11-30
12038,1861,163,5,2024-07-02
12039,6466,159,3,2025-08-04
12040,7413,116,4,2024-11-26
12041,2076,154,4,2025-10-02
12042,5078,54,5,2024-10-25
12043,4308,174,1,2024-09-15
12044,1674,146,5,2024-01-04
12045,226,13,2,2025-09-11
12046,6263,40,4,2024-02-02
12047,1599,170,4,2024-10-30
12048,7784,30,5,2024-01-09
12049,5340,32,2,2025-07-28
12050,6651,125,5,2025-07-12
12051,6186,27,1,2025-07-07
12052,5101,70,5,2024-09-06
12053,7721,198,4,2024-11-17
12054,6588,76,1,2024-12-07
12055,9564,18,1,2024-12-18
12056,8987,191,1,2025-05-17
12057,8504,187,2,2025-02-18
12058,3005,2,1,2025-08-25
12059,3947,165,3,2025-05-24
12060,103,33,4,2024-09-06
12061,6830,183,5,2025-06-23
12062,8301,26,1,2024-07-27
12063,9791,14,5,2024-12-12
12064,2190,154,1,2025-02-02
12065,3040,162,2,2025-07-05
12066,4349,164,1,2024-03-15
12067,3220,195,2,2025-01-27
12068,4311,80,4,2025-09-06
12069,3420,121,3,2024-07-29
12070,5323,196,3,2024-08-12
12071,5980,157,5,2025-08-12
12072,3420,36,5,2025-07-01
12073,1828,129,3,2024-02-22
12074,2158,157,3,2025-05-08
12075,1571,86,2,2025-07-02
12076,8437,125,4,2024-01-16
12077,1074,97,4,2023-11-29
12078,9915,107,1,2025-05-05
12079,1348,82,4,2024-07-02
12080,291,172,4,2025-07-23
12081,7285,110,1,2024-07-17
12082,2645,27,3,2025-10-29
12083,9734,13,5,2024-03-24
12084,6705,94,1,2024-06-10
12085,9484,90,2,2025-10-07
12086,5001,109,5,2025-02-22
12087,9398,159,1,2025-03-19
12088,8988,193,4,2025-07-18
12089,2474,81,2,2025-07-21
12090,8568,155,1,2024-02-13
12091,4575,100,3,2023-11-24
12092,2504,70,3,2025-07-03
12093,7420,157,3,2024-12-10
12094,6513,28,1,2025-01-14
12095,7445,136,3,2025-01-29
12096,6848,135,1,2025-05-09
12097,8030,31,1,2024-06-12
